AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,TOTAL_DELAY
DL,ATL,MSY,-19.000001409010466
WN,DEN,SJC,87.99999779995008
WN,HOU,PNS,27.0000061753643
DL,BUF,ATL,-4.000003333818881
DL,MCO,LGA,54.00000052036618
WN,DAL,AUS,97.00000482996631
WN,OAK,ONT,63.00000070378009
WN,MCI,MSY,61.000000618808045
WN,SFO,MKE,-11.999997161696342
EV,GGG,DFW,7.999988701509924
WN,LGA,DAL,206.0000036852884
B6,SLC,LGB,26.000013971410823
NK,OAK,DFW,3.9999975964148007
WN,SAN,SMF,-17.99999755596098
OO,MFR,SLC,-7.999981305427319
AA,DFW,RDU,73.00000316380482
WN,MCI,DEN,29.00000049451621
WN,HOU,ATL,-6.000001722101445
DL,LAX,SLC,-4.999997264988046
WN,SEA,LAS,-11.00000825765688
DL,PDX,MSP,12.999995849731981
DL,MCO,JFK,13.999999614064162
B6,MCO,DCA,-20.000003392233666
VX,DAL,LAX,18.00000560049114
F9,DEN,TPA,41.00000349735977
WN,PVD,MCO,-12.000013216722557
F9,LAX,DEN,151.0000049660196
MQ,ORD,PIA,307.9999963461781
WN,LAS,OAK,57.999997799258665
EV,ORD,DAY,82.99999641571821
AA,MCO,MIA,10.99999405178842
DL,ATL,OMA,2.000000855355921
WN,IND,DCA,186.99999312616876
NK,TPA,DFW,-2.999995895472786
OO,TWF,SLC,-4.000065083057109
US,CLT,LAX,-33.999997344154814
OO,SBN,ATL,105.99999911778025
WN,BWI,BDL,61.999996043824744
OO,ORD,CID,18.999996110020742
OO,ORD,STC,-8.000020226567429
AA,SFO,MIA,97.9999957750262
WN,MCI,IND,8.000004406171175
OO,PSP,SFO,14.000002444572381
B6,MCO,JFK,6.999999094967798
EV,XNA,ATL,2.000005324846043
OO,RDM,DEN,5.8626289387575525e-06
DL,MDW,ATL,380.00000706145227
NK,LAS,DTW,18.00000032092881
UA,DEN,ORD,104.99999732491762
WN,FLL,BNA,-4.000004666092373
HA,HNL,KOA,-5.000003756081341
WN,IAD,DEN,91.00000296703317
AA,DFW,TUS,93.99999899398601
F9,IAH,SFO,8.00000250111096
DL,JFK,ATL,161.99999981401965
WN,DAL,AUS,-4.999995108215003
EV,ABQ,IAH,-8.999999460422984
WN,DCA,MDW,-13.000001510928527
OO,ORD,ATL,8.999999071556193
NK,MCI,LAS,27.000004841765016
US,PIT,CLT,122.00000298353007
AA,DFW,ATL,-5.000001156373649
EV,EWR,XNA,6.999997588847123
WN,BWI,ALB,-7.999998712817025
US,DCA,BOS,-4.000001256375647
OO,DEN,GTF,-3.9999993157558222
AA,CLT,DFW,-12.000001616287236
WN,MDW,BHM,43.00000011137131
F9,PHL,MCO,7.000006280974766
NK,IAH,ATL,-12.999997659969893
EV,RIC,ATL,-35.99999152823424
DL,ATL,TUL,100.00000410298564
AA,MIA,LAX,18.999999538787034
OO,LAX,PSP,29.000002139160816
DL,ATL,FLL,-10.000004462781938
OO,LAX,SMF,5.999999373568254
WN,MKE,MCO,58.00000442134548
WN,LAS,SMF,-21.000001178203682
DL,LAS,DTW,9.999999063702433
UA,IAH,ORD,18.99999945482573
MQ,GRK,DFW,6.999983804105412
EV,ORD,GRR,136.99999901632918
F9,CLE,ATL,25.000007907246836
EV,TVC,ORD,-4.000030104878675
DL,ATL,ORD,-15.000000423060968
DL,MSP,LGA,-34.00000331864414
WN,HOU,DAL,1.9999990395434395
MQ,BHM,DFW,136.99999677580058
DL,ATL,JAX,-6.000005192494612
WN,SAN,SEA,5.999997210296112
UA,MSY,IAH,116.00000026800211
AA,ORD,BOS,128.9999981486618
MQ,MIA,EYW,3.0000001883933507
EV,LNK,DEN,6.999996195198786
OO,FAT,LAX,-1.999989721870925
DL,MSP,PDX,-8.000005344979328
UA,EWR,SFO,21.999997412294114
WN,LAS,LAX,-5.00000086177473
MQ,TYR,DFW,14.00001087257457
OO,AUS,LAX,-34.99999776960241
DL,ATL,PHX,19.000000181775807
DL,MSP,SFO,-6.000004545129514
OO,LAX,ICT,12.999995814533495
OO,PSP,SFO,20.000003393421423
WN,RSW,IND,-28.00000066384994
WN,MDW,DSM,444.0000022337718
EV,IAD,ROA,204.00001702444482
AA,SMF,DFW,34.999998007509696
WN,SAT,LAS,-20.00000374294582
WN,SMF,SAN,-6.986683089849066e-07
DL,DTW,MIA,125.99999467504179
EV,EWR,XNA,6.999998698666676
HA,LIH,HNL,120.00000926980238
WN,ABQ,DAL,-2.999996964359802
WN,SAN,LAS,-19.00000107196565
B6,LGA,RSW,65.0000003770927
US,CLT,JAX,82.99999624938589
DL,CMH,LAX,70.00000022221914
EV,EWR,CVG,-3.0000128862164814
UA,SFO,LAX,-2.000002227232187
WN,LAS,MKE,35.999992859227554
MQ,ACT,DFW,-19.000012590589797
MQ,SHV,DFW,2.9999963759887223
DL,LAX,JFK,-0.9999983952489941
WN,ATL,PHX,254.9999975650346
UA,IAH,SFO,7.00000044747523
WN,MSY,ATL,-5.000000559969429
EV,IAD,BUF,-3.999989607260588
AA,PHL,MIA,228.99999823481747
F9,DEN,SNA,7.000004994784064
UA,DEN,ORD,135.9999974311709
OO,ORD,MKE,186.0000041062443
UA,BZN,EWR,270.0000075489462
WN,DEN,RDU,50.99999951402564
OO,SAN,LAX,7.000001720093845
DL,ATL,MKE,-7.99999548840681
US,ORD,CLT,6.999998751325176
WN,PHX,BUR,132.00000163585293
WN,LAS,SAN,-14.999998345731932
AS,LAX,DCA,58.000006031856856
OO,GEG,SEA,160.99999994933324
US,SEA,CLT,-4.000007359369761
AS,ANC,SCC,-0.9999655935921652
MQ,ATL,ORD,405.99999448191704
DL,DTW,LAX,-29.999999801929185
US,PHX,DFW,60.00000107310747
AA,LGA,MIA,16.000002606756485
AA,BOS,DFW,4.00000038966251
DL,PDX,MSP,-12.000005762987854
WN,SMF,ONT,-4.999997046489156
EV,LEX,ATL,10.00000131990507
AS,PDX,ANC,-31.999968299182108
NK,SAN,PDX,33.0000033505147
OO,DEN,BIL,7.000003825324871
B6,LGB,LAS,117.99999797126867
EV,ATL,ELM,498.99998669678564
WN,PHX,MCI,23.00000269628742
US,CLT,SEA,23.99999763656741
EV,IAD,JAX,53.99999749422935
OO,GRR,DTW,-23.00000177423071
OO,RDM,SFO,4.8823763307837e-06
WN,BOI,LAS,94.00000033662141
UA,ORD,LAX,95.00000405950675
AA,DFW,AUS,57.000001276643836
AA,EWR,MIA,0.9999920074679238
WN,BWI,DAL,258.9999987684557
AA,OMA,DFW,2492.0000131792985
WN,OAK,BUR,33.9999982961935
AA,ATL,DFW,-10.000000648036902
UA,ORD,MCO,-18.000000302751722
B6,BOS,FLL,13.999995155387289
AA,SNA,DFW,50.9999981249458
US,BWI,CLT,-18.000001524305603
DL,MIA,MSP,-28.000001226453342
EV,DTW,BTV,15.999988173153884
AA,DFW,MCO,32.00000054851597
F9,TTN,MCO,133.0000054398071
B6,AUS,MCO,33.0000042471306
B6,JFK,LAX,-13.999999096567485
WN,PIT,HOU,117.00000261154966
AA,MIA,DCA,325.99999563107923
WN,SFO,DEN,-11.00000164574704
B6,SYR,JFK,-26.000009162970592
EV,EWR,XNA,9.999997799605879
WN,DEN,LAS,73.99999839793135
EV,MSY,EWR,6.000000957871631
US,SJU,CLT,-7.000006095458218
EV,IAH,BTR,-5.999997384649127
OO,SFO,EUG,32.99999385172149
US,SFO,PHX,-20.000001601008414
AS,SEA,ANC,14.000032649800279
B6,LAS,LGB,-7.999987971113676
AA,SEA,DFW,-32.000005217689555
MQ,DFW,LFT,7.000000998393645
EV,ORD,CAE,133.0000008519982
AA,LAX,AUS,7.000003332029923
AS,BOS,PDX,-2.999995076983545
DL,BIL,MSP,-6.00001927813571
EV,SHV,DFW,52.99999795127079
UA,FLL,EWR,-20.99999685029462
EV,DEN,MCI,41.00000046216245
AS,GEG,SEA,17.0000073441786
F9,STL,RSW,78.00000357859105
HA,HNL,SAN,-16.999986643393044
DL,LGA,FLL,-29.99999843357363
NK,LAS,SAN,62.00000473846927
DL,ATL,SJU,-7.9999961668647614
WN,BHM,LAS,68.00000079474006
UA,CLE,ORD,204.00000423496783
AA,TUS,ORD,86.00000423197717
AA,MIA,BDL,-14.000005986147094
HA,HNL,ITO,-12.000002078899804
WN,BNA,LAS,1.9999974278582044
WN,MCO,ISP,-19.000015432735275
EV,ISN,DEN,-25.00001340606795
DL,JFK,STT,9.000006932763888
US,MIA,CLT,-5.000003176507704
US,CLT,ATL,17.00000035033851
AA,SLC,DFW,30.0000005096424
UA,SFO,PDX,1.999997895707402
DL,SLC,STL,24.000007672978274
HA,HNL,OGG,27.00000643530971
DL,SLC,MSP,-9.000001064815997
AA,DFW,CLE,87.99999669205461
UA,EWR,MIA,3.999991713747555
DL,MSP,ORD,-6.000005026273428
B6,EWR,MCO,53.99999425363427
UA,ORD,SMF,17.00000329696372
WN,BWI,MHT,1.9999834993652357
EV,CLT,EWR,7.000001942481024
EV,AUS,DTW,6.000000778350824
AA,SJC,DFW,-7.000005501013639
MQ,SYR,ORD,232.99998516917657
MQ,ORD,BNA,19.99999439794108
OO,EUG,LAX,-11.999997304699754
WN,ONT,PHX,26.000001113188027
EV,OKC,DTW,10.999997873302043
NK,RSW,DTW,-2.0000034518289667
OO,EUG,LAX,-1.9999968688585525
MQ,DFW,ROW,147.00000555067018
MQ,LGA,RDU,15.000004571078478
AA,LGA,ORD,7.00000546053592
WN,LAS,SNA,-18.999999463909845
OO,MEM,DEN,-2.0000023814926635
WN,TPA,DCA,1.9999994614233074
MQ,ORD,SYR,-11.999993283439593
AS,MCO,SAN,62.00000728171776
OO,DEN,GCC,152.99997389958307
WN,MCI,MKE,-4.999995208832452
UA,IAD,LAX,64.00000382757372
US,LAX,PHX,-12.999999650064147
OO,DEN,EUG,-14.000008670953981
EV,STL,IAD,30.000002462101452
AA,DFW,MEM,7.0000031217991925
EV,ATL,FSM,-11.999999511603022
WN,LGA,MDW,38.000003100990504
WN,BOS,BWI,-19.000000234798726
DL,SLC,DCA,-31.00000101197427
WN,BOS,BWI,7.000000352588717
MQ,MIA,PNS,48.000003112309656
EV,ATL,VLD,-10.999970920346307
WN,MCO,ROC,7.0000042376205585
WN,FLL,MCI,-4.999997040363446
DL,ATL,PHL,-3.000001584802682
DL,MKE,ATL,-5.999994611777517
WN,ONT,SJC,51.00000121861177
DL,DTW,BWI,2.9999984558549855
UA,SFO,SNA,19.000000067670687
OO,APN,DTW,-26.999982663946362
AA,DFW,MCO,2.999999407989101
US,IAH,PHX,-17.999999951756962
OO,MRY,PHX,-22.99999068285981
WN,AUS,FLL,52.00000039991052
US,PHX,CLT,7.999999434854146
EV,ORD,TYS,-8.000006350334068
AS,LAS,SEA,-1.9999978546365256
OO,MRY,PHX,-33.99999077505378
OO,DEN,ASE,73.00001064325247
OO,SLC,DSM,136.99999548222493
AS,LIH,SAN,-21.999983179678686
EV,BDL,DTW,-17.999994993946387
EV,MDW,MSP,-11.999997641625896
B6,EWR,FLL,196.99999322824155
AS,SEA,MSP,73.99999892280103
UA,IAH,LAS,166.00000173808596
OO,OKC,IAH,-32.00000076728781
MQ,ORD,AZO,145.00000505162123
EV,DTW,EVV,34.99999778697766
WN,SMF,PDX,-12.000003310779924
US,AUS,PHX,-3.999995643800432
AA,MIA,ORD,13.99999776568912
EV,ORD,COS,-9.999999279279223
AA,MIA,LAX,9.999999275979285
AA,DFW,AUS,5.000001917851108
AA,TPA,ORD,51.000001501608466
MQ,LRD,DFW,34.00000136961926
NK,MCO,MSP,10.000000790468217
EV,DEN,IND,68.0000002374203
WN,SNA,OAK,-11.000004725977213
OO,RDD,SFO,9.99999921315581
DL,ATL,SEA,2.999996994832131
VX,SFO,JFK,-18.000000958172734
HA,HNL,LIH,-4.0000009475950336
DL,ATL,LAX,-20.000000041300453
EV,SGF,ATL,-19.000006213524138
US,PHL,AUS,18.000003791889444
EV,CLE,LGA,43.00000290799361
MQ,ORD,OMA,34.99999907314179
WN,STL,LGA,98.00000423387688
EV,IAH,ABQ,-13.000004473752092
WN,LAS,BWI,19.00000164131725
NK,LAS,DTW,37.00000078973933
OO,SLC,LAX,0.9999987130750299
WN,SAN,SFO,-4.9999991763313005
WN,MSY,TPA,22.999999146315986
WN,STL,MDW,-14.000000762972917
AA,LAX,MCO,41.00000204184646
EV,IAH,OMA,12.000000340709708
US,PHX,BOI,-7.999995516327765
US,PHX,ATL,12.000001274231444
US,DFW,PHL,5.9999995003906506
US,PHX,SEA,-2.0000047729630595
US,CLT,MCO,-9.000000098372283
AA,LAX,BOS,8.99999791220841
WN,TPA,BDL,23.999997173013803
DL,TPA,DTW,-25.00000022786743
B6,BOS,RSW,-9.00000459029728
B6,PBI,BOS,7.999992982732209
DL,HSV,ATL,-7.000005474744171
DL,ATL,MKE,-12.999995863902896
OO,DEN,BIL,10.00000315893498
AA,LAX,DFW,5.000002115767842
WN,MCI,OAK,15.999999699083563
DL,SMF,MSP,-3.000002174577297
AS,SEA,OGG,9.999995530348869
EV,BHM,IAH,28.999997785217253
US,CLT,ORD,-14.000000133094893
F9,DEN,AUS,72.00000324070007
HA,HNL,LIH,52.99999928924563
MQ,GRR,DFW,22.999997940506784
WN,BWI,PVD,-9.000013518448434
OO,PHX,YUM,-6.000003154345954
MQ,DFW,HSV,139.9999915567062
WN,PHX,SAN,-9.999998857993994
WN,HOU,ECP,-14.999987281297813
WN,LGA,MDW,105.00000403832067
UA,IAH,EWR,52.000005616073494
EV,ORD,CLT,309.99999966089484
WN,RNO,LAS,-10.000004348570272
EV,SLC,DEN,42.99999878436447
WN,STL,HOU,62.00000233076547
DL,ATL,ECP,56.00001461105919
US,PHX,SAN,47.00000190795916
AA,LAX,STL,50.00000810359757
DL,ATL,SJU,17.00000400213128
EV,LGA,RDU,7.000004722216033
DL,JFK,MSY,-38.0000031544105
OO,LAX,AUS,-18.999998735309603
EV,ATW,ORD,-9.999995931786323
WN,BUR,OAK,-4.999999182909562
UA,IAD,SAN,249.00000933714023
UA,SFO,SNA,34.0000003529894
OO,SFO,MCI,157.0000009964941
OO,SFO,MRY,-9.999969001096296
EV,CRP,IAH,29.999992940577055
EV,IAH,CMH,95.99999826944094
MQ,DFW,AMA,157.00000032786812
EV,JAX,EWR,-17.999996073930404
MQ,DFW,AEX,24.999997118920685
OO,ORD,ASE,-15.999987363136967
AA,MIA,ORD,4.999997707880873
NK,FLL,SJU,62.00000650683884
WN,SFO,LAX,-9.000001843865867
DL,DAL,ATL,49.0000031727314
AA,TUL,DFW,36.00001166665187
VX,LAX,SEA,41.999997496582715
WN,PDX,SJC,0.9999941970131445
MQ,DTW,ORD,160.99999467019774
EV,CLE,MKE,25.00000745607545
DL,ATL,BOS,29.999996506806564
US,DTW,PHX,-20.00000184048416
AA,ORD,SEA,27.999997245480046
EV,ATL,GNV,130.00000982213695
EV,SDF,EWR,-21.999992529613785
WN,DCA,MDW,36.99999926309043
EV,CLE,EWR,7.000002803007181
WN,MDW,MCI,95.00000750549178
EV,EWR,CLT,-28.00000831115775
DL,MSP,MSN,24.99999635874245
NK,DFW,LAX,-15.999996605231921
DL,MKE,DTW,60.000005442179514
WN,MCO,ALB,-0.9999995565717441
WN,FLL,TPA,-14.000000168330885
WN,MCO,BDL,18.999993424311786
AA,DFW,MKE,173.00000495673657
US,RSW,CLT,-8.000006596230271
OO,SLC,MFR,17.00001069306566
US,PHX,PHL,-18.999998107356184
AA,DFW,PHX,-26.00000144398681
B6,FLL,SJU,56.000004774252076
WN,ATL,DTW,-17.00000397570981
WN,BNA,FLL,92.9999935051082
UA,SFO,DEN,-6.000001099578284
DL,PIT,ATL,-12.999997144536152
EV,MSN,ORD,44.99999726468777
AA,DFW,ATL,7.000000785610471
WN,MCO,DAL,-15.000003274181672
MQ,PNS,MIA,-10.000017772426204
WN,CAK,TPA,-7.999996180558199
DL,ATL,SAN,4.000002949168987
WN,BNA,MSY,42.99999734407726
US,DFW,PHX,10.000000566533632
AS,SEA,ABQ,-28.00000472233942
WN,MDW,ATL,155.0000036577002
US,PHL,SFO,290.00000354357365
B6,FLL,ORH,-24.000022179668377
MQ,MEM,ORD,116.9999939961562
OO,PSP,PHX,-1.9999983569106234
WN,TPA,BWI,81.00000338657448
DL,BWI,ATL,29.999999947273402
HA,ITO,HNL,-5.000003482264013
EV,EWR,MSN,35.999994291661174
AS,SEA,STL,41.00000775361616
AA,SAT,DFW,-36.000001667608025
B6,BOS,PHL,-22.00000297731063
WN,SAN,OAK,36.00000157365452
B6,JAX,BOS,145.00000035230633
F9,DEN,MKE,1.0000064964889077
WN,MDW,BNA,-20.000001611086866
HA,KOA,OGG,5.000008186654661
DL,SAN,SLC,-3.9999959285804394
OO,ISN,DEN,-16.000011408406102
US,PHX,PHL,-4.999997760169919
UA,IAH,AUS,162.0000025813091
WN,FLL,MSY,-10.000000951690488
DL,BOS,ATL,1.9999997680546784
DL,MSY,DTW,-13.000002473555853
EV,ORD,BTV,-19.000010112930738
DL,OGG,LAX,-15.00000157797269
DL,DTW,ATL,-9.000003333736295
B6,MCO,HPN,6.000005989396609
AA,LAX,IAD,33.00000397253407
OO,SBA,LAX,1.9999902330744845
US,MSP,CLT,6.999995855798105
HA,HNL,OGG,-3.9999939653762127
EV,PNS,ORD,-15.000012512810592
DL,MKE,ATL,-0.9999937150385563
AA,DFW,ATL,219.99999934753296
DL,LGA,PBI,-10.999989845547447
WN,LIT,DAL,-6.0000022162548206
WN,STL,HOU,-10.999998014423731
AA,DEN,MIA,5.999994498030041
DL,ATL,GRR,-9.999998451512226
UA,IAH,FLL,-14.000002436440894
WN,SMF,PHX,-9.000003646953019
WN,RSW,CMH,50.99999393672017
WN,SFO,MKE,-7.999997011822025
MQ,ABI,DFW,391.9999886172475
UA,EWR,MCO,110.99999613893831
B6,SJU,MCO,42.99999494857932
MQ,DFW,CRP,-17.99999283138824
OO,DEN,SEA,19.999993666531683
US,DCA,CLT,-8.999998594668199
OO,SFO,SLC,-8.000000565606769
AA,EWR,MIA,52.999991234126085
AA,ORD,BOS,376.99999939340984
MQ,MIA,PNS,3.000002456051895
WN,BUR,SMF,2.000002004513817
DL,MCO,ATL,-6.000002003942328
WN,CAK,ATL,-3.99999618972258
HA,OGG,LIH,10.999999149989428
OO,SMX,LAX,1.9999801215130049
DL,DTW,TPA,-15.000001270862967
US,PHL,RSW,3.0000000236056437
MQ,SHV,DFW,57.99999678972772
AA,MIA,BOS,-21.000005797277836
WN,HOU,ABQ,40.999996611972044
WN,BWI,MHT,328.99998447737084
UA,SFO,AUS,1.1372418100563664e-06
EV,HOB,IAH,-2.99998781341786
AA,SAT,DFW,19.999998805735302
OO,IAH,SLC,61.000003874659555
DL,DAB,ATL,-16.00002806684536
WN,SJC,PDX,150.99999399262936
EV,TYS,IAD,173.00000620357181
US,PHX,PHL,-7.999998663998603
EV,BPT,DFW,108.00003214691327
DL,ORD,ATL,-5.999999741363126
DL,ATL,LAS,-37.99999933921888
OO,MRY,PHX,-35.99999158274374
AA,LAX,HNL,-19.000008945049693
DL,HSV,ATL,-20.000004566583932
MQ,RIC,ORD,193.0000041427066
EV,CHA,ATL,-10.000002451182382
WN,DEN,MSP,147.9999984527758
EV,DTW,ERI,61.00002789490514
WN,DAL,STL,7.000011035944141
US,EWR,CLT,3.999996054214172
AS,LAS,SEA,-19.999997849419522
AA,DFW,SJC,1.000001348450688
US,DCA,MCO,17.00000179236401
US,LGA,PHL,53.000005698905674
UA,DEN,IAD,4.00000039419956
MQ,DFW,SAV,268.000004580419
MQ,CID,ORD,7.000004712989437
B6,FLL,LGA,-18.999998006224573
EV,ATL,MLU,-3.0000094313456955
US,ATL,CLT,9.999997628690878
WN,OAK,SLC,88.99999704877527
US,BOS,CLT,10.999999580349801
DL,CVG,FLL,-2.9999958600033096
AS,SEA,EWR,114.00000323722557
B6,SFO,JFK,32.00000017178059
NK,DFW,FLL,26.999998787360873
UA,ORD,EWR,-6.999996297106634
NK,DTW,RSW,45.999997816711996
WN,ATL,TPA,5.9999994571590705
HA,SJC,HNL,357.0000003018192
OO,IAH,MFE,22.99999975949067
B6,PHL,BOS,317.9999970018301
AA,ORD,PHX,169.0000006929466
MQ,SPI,DFW,-11.999996905495045
DL,MKE,DTW,12.000004707751906
DL,DTW,BUF,90.00000674670693
OO,BOI,LAX,139.9999997860626
UA,SFO,ATL,41.99999958339487
WN,BUF,LAS,59.9999979316945
DL,BOS,LGA,15.000000809818236
EV,ORD,ATW,52.999989443358075
US,MIA,CLT,-14.000003445048407
OO,ORD,FSD,9.000004225025872
OO,ASE,DEN,335.00000960295404
EV,SAV,IAD,5.999995256858458
MQ,EYW,MIA,100.99998120442885
AS,EWR,SEA,-1.9999991898808958
OO,BNA,MSP,-38.00000503439501
WN,BHM,HOU,14.999999976614127
WN,SAN,OAK,33.000000748117905
EV,IAH,SHV,32.00000221377698
OO,SLC,AUS,-13.99999934333804
EV,ORD,SCE,23.00004033834115
WN,FLL,MDW,157.99999586249294
WN,STL,BNA,9.99999835326712
EV,GNV,ATL,71.99997901763153
AS,LAX,SEA,12.000002652842028
MQ,MIA,BHM,10.999992253135762
US,BOS,LGA,-8.999998174846759
EV,ORF,ORD,417.99999467686763
WN,LAX,OAK,-19.000002377101026
UA,DCA,IAH,28.00000042179814
HA,KOA,HNL,-9.999998785780207
UA,SFO,HNL,10.999990706224047
DL,MSP,LAX,55.999997951593286
WN,LAS,BNA,27.99999549052001
WN,PHX,DEN,-19.000001757715907
EV,MBS,DTW,-9.000009838567323
DL,MSP,MSO,11.999981228095809
AA,DFW,MEM,7.0000025486923825
WN,BNA,MSY,23.99999657062813
UA,DEN,SMF,54.999998819494806
OO,SLC,PIH,-6.999987729905897
US,ATL,PHX,-33.999999236557294
WN,SLC,DEN,191.99999949211653
EV,IND,ORD,0.9999944852509799
DL,TUL,ATL,-28.9999891149917
WN,OMA,DEN,114.00000909863687
AA,ATL,DFW,-3.000001771833567
US,CLT,RIC,1.0000080060739407
F9,IAH,SFO,17.000003604930523
OO,ONT,DEN,3.999998350216565
DL,RDU,ATL,-40.00000497563233
WN,PHL,DEN,330.0000007150145
OO,BFL,PHX,-1.0000207064825872
WN,BWI,FNT,130.0000165846833
UA,ORD,FLL,-13.000003624006155
DL,MSP,DTW,-6.000006366139601
US,DCA,MCO,-9.999998392830086
WN,LAS,ELP,-3.0000049710864047
DL,ATL,DTW,-13.000002531676984
WN,DAL,SAT,-17.999995696171595
WN,DEN,DTW,110.99999549211847
DL,VPS,ATL,-15.999977786259585
AA,DFW,SFO,312.9999988519829
US,CLT,LGA,10.00000121257608
US,LAS,CLT,34.99999981635564
B6,FLL,SFO,-29.000000818641077
EV,MEM,IAH,78.9999963766495
OO,DEN,BUR,7.000000282947454
WN,OAK,SEA,104.99999152230589
WN,LAS,ATL,17.999999636817037
EV,ORD,MCI,49.00000248781724
WN,LIT,BWI,50.00000050894973
AA,DFW,MCO,12.999999516348225
WN,MDW,DEN,-9.999997265526886
OO,LAX,ABQ,44.999996749604016
EV,ATL,LFT,5.000002131793906
EV,CLT,DTW,-3.000003439342052
UA,SFO,IAH,-12.000002325455597
UA,MCO,DEN,74.0000008730251
AS,TUS,SEA,20.00000603960657
WN,TUL,LAS,-22.9999900410281
AA,CLE,DFW,179.00000443405
WN,SMF,LAX,39.999997413592865
WN,BNA,SAT,127.99999847257169
DL,ATL,BUF,-6.999993388124395
DL,CMH,ATL,-23.000001790868822
MQ,CVG,DFW,19.000003533087263
UA,IAH,MCO,46.000000883058014
AS,SNA,PDX,-8.999998015432823
AA,PHX,EWR,-19.999997413742584
EV,EWR,RIC,40.00000150498951
AA,BOS,ORD,9.99999851198799
DL,JFK,LAS,-8.999999508123693
DL,JFK,LAS,25.999999607818978
EV,OMA,EWR,45.00001143830862
DL,MSP,LGA,-29.000003349098073
UA,EWR,SFO,89.99999617590181
AA,LAX,JFK,68.00000064603782
OO,EUG,SLC,-2.9999935894293728
AA,PBI,ORD,14.999996871717656
EV,IAH,STL,13.000005939179417
DL,ATL,MIA,-4.000005117968698
WN,LAS,SMF,27.999999751980027
WN,HOU,HRL,-10.000010196970472
DL,LAX,JFK,-17.999998008421628
DL,IAD,ATL,3.0000044364704905
EV,AVL,ATL,-14.000007777878551
US,LAS,PHX,-10.000000250738246
WN,PHL,LAS,-7.999998337800257
WN,LAS,PDX,31.999997905946422
WN,MCO,BNA,-8.000006118633635
WN,PHX,MDW,-18.000001766201024
WN,PHX,SAN,36.00000091317936
HA,HNL,LIH,-21.00000118330575
WN,OAK,BOI,-21.00000073325873
OO,SEA,SBA,23.00001195080322
US,CLT,ORD,-13.99999908735618
DL,DTW,BWI,-6.999999888621112
DL,ATL,SJU,39.000004571781055
EV,BOS,CLE,44.99999456344503
OO,PIT,IAH,236.00000230320114
DL,MSP,SEA,44.99999186798791
UA,SEA,DEN,-34.00000636471321
DL,MSP,ABQ,1.9999926878815373
MQ,IND,JFK,148.9999932188705
UA,ORD,IAH,133.99999904179722
UA,SFO,AUS,12.000000493944714
AA,FLL,DFW,51.99999989492446
AA,KOA,LAX,-8.999998369179131
AS,OAK,SEA,42.99999870970231
B6,SJU,BOS,-16.00000931026085
WN,HOU,ATL,-10.00000136668649
UA,ORD,SFO,6.0000011293452715
OO,IAH,ASE,30.000011746225447
UA,FLL,IAH,-23.000000151796144
DL,ATL,MEM,-14.999998305672591
AS,SEA,EWR,-12.999997627779415
WN,DEN,ABQ,92.99999433289051
MQ,MIA,CHS,14.999999334049228
NK,MSP,ORD,23.999996525787417
B6,BDL,PBI,-33.999985128773254
EV,PIA,ATL,-20.999980691562634
WN,MSY,EWR,179.00000283197605
WN,STL,GRR,228.00000293583633
UA,BOS,EWR,-25.999999780356355
WN,MCO,PIT,56.99999317791783
AA,FLL,DFW,2.9999997549961037
OO,ORD,MKE,11.000004533321913
UA,PDX,SFO,-11.000006388047119
OO,LIT,DEN,6.9999979907578265
WN,MDW,LAX,-9.999995545135029
OO,ATL,GRB,272.99999476485704
AA,DFW,MKE,67.00000556217597
WN,MCO,HOU,149.9999989908003
DL,DTW,SJU,9.00000032157191
EV,ORD,BHM,-2.0000036987196026
OO,LAX,MRY,61.00003338395395
AA,SEA,ORD,155.99999433939473
WN,PHX,STL,117.00000748740206
EV,BHM,DTW,11.999996754335715
WN,SLC,OAK,35.00000012329294
B6,SJU,JFK,120.99999605140948
WN,SAN,OAK,0.9999996916257388
VX,SFO,JFK,142.0000004872886
AS,PHX,SEA,-2.999997166637989
MQ,GRI,DFW,-24.999987728946202
EV,IAD,PVD,49.999990566539736
AA,DFW,SEA,7.999997612360431
US,PHL,MCO,41.0000027809492
DL,LGA,MIA,-14.000000564719592
DL,ATL,ORF,9.00000080647471
HA,KOA,HNL,7.000001454067135
EV,ILM,ATL,-18.999997854431832
B6,BOS,FLL,50.999996075705624
DL,ATL,BNA,43.999996537837674
AA,LAX,JFK,1.000000351733
DL,ATL,JAN,-6.000002875721869
WN,BWI,FLL,282.99999677167153
B6,LGB,SEA,257.999994927527
EV,DTW,OKC,12.00000040016931
DL,ATL,DAL,7.999999795263374
B6,HPN,PBI,-36.99999508039772
AA,DFW,EGE,-20.00002529891688
OO,SFO,BUR,-18.99999863876881
UA,MSY,IAH,-28.000000811892086
EV,DSM,ATL,11.000000055037695
WN,STL,ATL,85.00000159422349
WN,PHX,SLC,85.0000023500712
WN,MHT,TPA,8.99998843894748
UA,SFO,PHL,-10.00000186992785
AS,ANC,BET,-19.999931768061728
WN,SAN,PHX,19.000000011968957
MQ,DFW,BTR,284.0000009963707
MQ,LGA,XNA,1.0000060911177897
WN,SFO,SNA,-20.00000128088579
EV,ATL,CRW,-2.9999899796991087
UA,IAD,LAX,32.0000068297673
